Student_ID,Student_Name,Gender,Age,Attendance (%),GPA (last semester),Study_Hours/week,Participation (%),Assignments_Score,Midterm_Score,Final_Score,Internet_Access,Part_time_Job,Dropout_Risk,Average_Score,GPA_Level
SAI1004,Sai Rao,Female,21,68.0,7.14,10.8,47.0,56.0,53.0,51.0,Yes,No,No,53.333333333333336,Medium
SDS1005,Anaya Patel,Female,19,40.0,3.34,7.8,21.0,36.0,33.0,8.0,Yes,Yes,No,25.666666666666668,Low
SML1006,Diya Sharma,Female,25,69.0,6.5,21.8,54.0,62.0,65.0,85.0,Yes,No,No,70.66666666666667,Medium
SDS1007,Aditya Mehta,Female,22,64.0,6.89,20.7,44.0,68.0,55.0,55.0,Yes,No,No,59.333333333333336,Medium
SCS1008,Arjun Reddy,Female,22,83.0,7.61,26.0,56.0,90.0,59.0,71.0,Yes,No,No,73.33333333333333,High
SML1009,Vivaan Sharma,Male,22,42.0,5.28,11.7,31.0,48.0,52.0,73.0,Yes,Yes,No,57.666666666666664,Medium
SDS1010,Myra Gupta,Female,18,83.0,6.6,23.2,49.0,72.0,63.0,42.0,Yes,No,No,59.0,Medium
SAI1011,Aditya Rao,Male,24,45.0,5.39,12.5,38.0,54.0,49.0,76.0,No,Yes,No,59.666666666666664,Medium
SCS1012,Ishita Reddy,Other,22,70.0,6.81,24.4,46.0,67.0,67.0,64.0,Yes,No,No,66.0,Medium
SML1013,Sai Sharma,Female,19,62.0,5.43,13.5,25.0,77.0,41.0,37.0,No,No,No,51.666666666666664,Medium
SCS1014,Ishita Mehta,Male,25,54.0,6.01,18.6,38.0,46.0,55.0,56.0,Yes,No,No,52.333333333333336,Medium
SML1015,Arjun Singh,Female,18,62.0,5.31,20.6,42.0,66.0,59.0,42.0,Yes,No,No,55.666666666666664,Medium
SAI1016,Ishita Kumar,Female,23,61.0,7.28,17.2,48.0,79.0,69.0,79.0,Yes,No,No,75.66666666666667,Medium
SDS1017,Aarav Gupta,Male,19,90.0,7.53,19.9,53.0,71.0,55.0,66.0,Yes,No,No,64.0,High
SDS1018,Ishita Verma,Female,22,62.0,6.22,22.0,32.0,78.0,57.0,34.0,Yes,No,No,56.333333333333336,Medium
SDS1019,Sai Singh,Female,21,59.0,6.55,15.7,38.0,47.0,53.0,62.0,Yes,No,No,54.0,Medium
SAI1020,Kiara Sharma,Male,22,45.0,4.76,5.3,33.0,42.0,51.0,27.0,No,No,No,40.0,Medium
SML1021,Diya Sharma,Female,24,69.0,6.14,26.1,43.0,49.0,65.0,64.0,Yes,No,No,59.333333333333336,Medium
SCS1022,Diya Rao,Male,19,59.0,6.44,13.8,47.0,69.0,44.0,47.0,No,No,No,53.333333333333336,Medium
SAI1023,Kiara Kumar,Female,18,89.0,9.64,24.9,61.0,85.0,100.0,89.0,Yes,No,No,91.33333333333333,High
SDS1024,Vivaan Gupta,Other,24,49.0,5.17,18.7,35.0,56.0,38.0,54.0,Yes,No,No,49.333333333333336,Medium
SDS1025,Kiara Kumar,Female,17,71.0,8.26,17.6,52.0,81.0,100.0,79.0,No,No,No,86.66666666666667,High
SDS1026,Diya Sharma,Male,18,95.0,7.7,14.2,48.0,72.0,76.0,81.0,Yes,Yes,No,76.33333333333333,High
SAI1027,Kiara Sharma,Female,17,63.0,6.84,18.4,32.0,72.0,53.0,79.0,Yes,No,No,68.0,Medium
SAI1028,Myra Reddy,Female,21,94.0,8.61,12.6,59.0,83.0,72.0,69.0,Yes,No,No,74.66666666666667,High
SDS1029,Vivaan Singh,Male,24,72.0,6.95,15.9,46.0,59.0,74.0,68.0,Yes,No,No,67.0,Medium
SML1030,Anaya Mehta,Female,18,60.0,6.97,18.6,41.0,98.0,65.0,20.0,Yes,No,No,61.0,Medium
SCS1031,Vivaan Reddy,Male,20,64.0,6.44,14.7,34.0,59.0,63.0,68.0,Yes,No,No,63.333333333333336,Medium
SML1032,Aditya Reddy,Female,20,88.0,7.97,12.2,56.0,58.0,99.0,75.0,Yes,No,No,77.33333333333333,High
SDS1033,Anaya Kumar,Male,23,76.0,7.82,27.5,49.0,70.0,70.0,63.0,Yes,No,No,67.66666666666667,High
SDS1034,Aditya Reddy,Male,17,69.0,5.75,14.9,42.0,45.0,58.0,62.0,No,Yes,No,55.0,Medium
SAI1035,Aarav Patel,Male,25,59.0,4.92,19.4,43.0,57.0,66.0,67.0,Yes,No,No,63.333333333333336,Medium
SCS1036,Anaya Verma,Female,19,72.0,6.26,14.3,31.0,66.0,66.0,55.0,No,No,No,62.333333333333336,Medium
SML1037,Ishita Patel,Male,22,51.0,5.54,9.4,32.0,59.0,36.0,41.0,Yes,Yes,No,45.333333333333336,Medium
SDS1038,Vivaan Jain,Female,21,53.0,6.42,17.4,39.0,61.0,70.0,67.0,Yes,No,No,66.0,Medium
SDS1039,Kiara Reddy,Male,20,74.0,7.98,18.9,58.0,77.0,66.0,60.0,No,No,No,67.66666666666667,High
SDS1040,Aarav Verma,Male,25,61.0,5.95,9.0,31.0,56.0,76.0,50.0,Yes,Yes,No,60.666666666666664,Medium
SDS1041,Aarav Reddy,Female,25,70.0,6.45,23.5,52.0,64.0,55.0,83.0,Yes,No,No,67.33333333333333,Medium
SDS1042,Myra Mehta,Female,17,44.0,6.57,13.3,40.0,74.0,100.0,67.0,No,No,No,80.33333333333333,Medium
SCS1043,Myra Jain,Male,23,75.0,7.52,9.6,48.0,79.0,93.0,47.0,No,Yes,No,73.0,High
SAI1044,Arjun Jain,Female,25,40.0,3.8,16.2,24.0,43.0,28.0,11.0,Yes,No,No,27.333333333333332,Low
SDS1045,Vivaan Verma,Female,21,55.0,5.77,11.9,35.0,63.0,58.0,60.0,Yes,Yes,No,60.333333333333336,Medium
SML1046,Kiara Jain,Female,17,80.0,6.75,13.8,51.0,76.0,77.0,80.0,No,No,No,77.66666666666667,Medium
SCS1047,Kiara Singh,Male,24,84.0,7.94,11.0,47.0,82.0,89.0,55.0,No,No,No,75.33333333333333,High
SML1048,Sai Jain,Male,21,72.0,5.91,23.5,42.0,63.0,64.0,66.0,Yes,No,No,64.33333333333333,Medium
SML1049,Arjun Jain,Female,22,40.0,4.25,4.2,25.0,54.0,58.0,62.0,No,Yes,Yes,58.0,Low
SDS1050,Arjun Reddy,Male,23,82.0,7.24,18.4,45.0,66.0,71.0,100.0,Yes,No,No,79.0,Medium
SDS1051,Myra Reddy,Female,23,74.0,5.74,18.9,53.0,49.0,53.0,62.0,Yes,No,No,54.666666666666664,Medium
SDS1052,Aarav Gupta,Female,23,64.0,5.07,14.8,37.0,39.0,47.0,58.0,Yes,No,No,48.0,Medium
SDS1053,Anaya Jain,Female,17,47.0,5.75,14.1,39.0,59.0,68.0,26.0,Yes,Yes,No,51.0,Medium
SDS1054,Myra Patel,Female,23,60.0,6.28,7.2,46.0,44.0,67.0,94.0,No,Yes,No,68.33333333333333,Medium
SAI1055,Aarav Gupta,Other,19,54.0,5.77,10.4,30.0,62.0,61.0,49.0,No,No,No,57.333333333333336,Medium
SCS1056,Ishita Jain,Male,21,43.0,3.85,10.6,35.0,37.0,48.0,25.0,Yes,Yes,No,36.666666666666664,Low
SAI1057,Aarav Gupta,Female,21,83.0,7.58,15.0,38.0,87.0,51.0,72.0,Yes,No,No,70.0,High
SAI1058,Aarav Sharma,Male,24,72.0,8.03,21.1,47.0,74.0,84.0,100.0,Yes,No,No,86.0,High
SML1059,Arjun Patel,Male,23,73.0,7.28,21.6,45.0,71.0,75.0,100.0,Yes,No,No,82.0,Medium
SCS1060,Kiara Rao,Female,23,40.0,5.13,17.6,35.0,63.0,71.0,53.0,Yes,No,No,62.333333333333336,Medium
SDS1061,Vivaan Mehta,Female,22,77.0,6.26,9.5,44.0,76.0,44.0,78.0,No,No,No,66.0,Medium
SCS1062,Aditya Kumar,Other,23,60.0,6.49,27.2,41.0,58.0,84.0,66.0,Yes,No,No,69.33333333333333,Medium
SAI1063,Kiara Singh,Female,23,73.0,7.22,21.9,47.0,74.0,73.0,57.0,Yes,No,No,68.0,Medium
SAI1064,Aarav Gupta,Male,21,70.0,7.3,18.2,42.0,76.0,79.0,95.0,No,No,No,83.33333333333333,Medium
SAI1065,Diya Sharma,Male,21,68.0,5.62,19.5,31.0,60.0,76.0,47.0,Yes,No,No,61.0,Medium
SAI1066,Ishita Reddy,Female,20,40.0,6.6,28.3,43.0,63.0,73.0,89.0,Yes,No,No,75.0,Medium
SAI1067,Kiara Verma,Male,20,70.0,7.05,10.4,49.0,83.0,75.0,90.0,No,Yes,No,82.66666666666667,Medium
SDS1068,Aditya Patel,Male,21,81.0,8.25,19.5,61.0,64.0,85.0,92.0,Yes,No,No,80.33333333333333,High
SAI1069,Sai Reddy,Male,25,69.0,7.35,6.5,43.0,69.0,68.0,100.0,No,No,No,79.0,Medium
SDS1070,Aditya Reddy,Male,22,92.0,7.45,19.6,54.0,79.0,74.0,100.0,Yes,No,No,84.33333333333333,Medium
SAI1071,Vivaan Jain,Male,24,57.0,6.6,18.3,40.0,71.0,57.0,63.0,Yes,Yes,No,63.666666666666664,Medium
SML1072,Myra Singh,Male,25,90.0,8.19,20.3,60.0,95.0,81.0,70.0,Yes,No,No,82.0,High
SAI1073,Aditya Patel,Male,20,73.0,6.99,14.2,51.0,82.0,42.0,42.0,Yes,No,No,55.333333333333336,Medium
SCS1074,Sai Sharma,Male,23,67.0,5.47,3.4,38.0,52.0,60.0,88.0,No,Yes,No,66.66666666666667,Medium
SDS1075,Ishita Rao,Other,21,75.0,8.18,22.3,50.0,95.0,80.0,75.0,Yes,No,No,83.33333333333333,High
SML1076,Anaya Sharma,Male,20,66.0,7.34,25.6,51.0,66.0,69.0,90.0,Yes,No,No,75.0,Medium
SAI1077,Vivaan Sharma,Male,23,71.0,5.97,12.0,44.0,69.0,62.0,49.0,Yes,Yes,No,60.0,Medium
SDS1078,Sai Kumar,Female,19,63.0,5.92,17.0,36.0,77.0,42.0,82.0,Yes,No,No,67.0,Medium
SDS1079,Ishita Kumar,Male,17,53.0,6.86,9.3,36.0,81.0,92.0,58.0,No,Yes,No,77.0,Medium
SDS1080,Aarav Sharma,Female,23,65.0,7.06,19.9,44.0,72.0,69.0,53.0,Yes,No,No,64.66666666666667,Medium
SAI1081,Arjun Gupta,Female,25,71.0,6.74,14.9,52.0,64.0,66.0,64.0,Yes,No,No,64.66666666666667,Medium
SCS1082,Anaya Jain,Male,18,77.0,6.87,13.4,52.0,53.0,57.0,61.0,No,No,No,57.0,Medium
SDS1083,Sai Mehta,Male,23,79.0,8.54,17.5,49.0,89.0,86.0,94.0,Yes,No,No,89.66666666666667,High
SAI1084,Aditya Jain,Female,18,49.0,7.79,17.5,40.0,67.0,95.0,77.0,Yes,No,No,79.66666666666667,High
SAI1085,Vivaan Jain,Female,19,73.0,6.73,18.7,51.0,59.0,80.0,77.0,Yes,No,No,72.0,Medium
SCS1086,Aarav Rao,Male,19,64.0,7.63,12.5,42.0,64.0,87.0,72.0,No,No,No,74.33333333333333,High
SML1087,Anaya Reddy,Female,20,40.0,5.26,11.2,35.0,48.0,59.0,43.0,No,No,No,50.0,Medium
SAI1088,Myra Patel,Male,22,41.0,6.98,17.2,38.0,69.0,65.0,61.0,Yes,No,No,65.0,Medium
SML1089,Diya Rao,Other,19,95.0,8.67,16.2,66.0,89.0,69.0,100.0,Yes,No,No,86.0,High
SDS1090,Diya Rao,Male,25,64.0,6.24,24.6,37.0,56.0,60.0,66.0,Yes,No,No,60.666666666666664,Medium
SCS1091,Sai Gupta,Female,18,53.0,5.48,9.4,41.0,66.0,52.0,25.0,No,Yes,No,47.666666666666664,Medium
SML1092,Diya Sharma,Female,23,71.0,5.72,10.9,40.0,55.0,70.0,49.0,No,No,No,58.0,Medium
SML1093,Arjun Jain,Female,22,58.0,5.19,8.1,36.0,44.0,56.0,53.0,Yes,Yes,No,51.0,Medium
SML1094,Sai Singh,Female,18,72.0,5.56,22.9,29.0,58.0,75.0,83.0,Yes,No,No,72.0,Medium
SDS1095,Myra Rao,Male,19,47.0,6.06,17.9,26.0,80.0,75.0,76.0,Yes,No,No,77.0,Medium
SML1096,Vivaan Gupta,Male,22,48.0,4.81,7.4,30.0,51.0,43.0,34.0,No,Yes,No,42.666666666666664,Medium
SML1097,Aarav Sharma,Male,20,49.0,6.52,21.8,41.0,62.0,44.0,100.0,Yes,No,No,68.66666666666667,Medium
SML1098,Aditya Mehta,Male,17,74.0,7.58,20.0,43.0,61.0,92.0,75.0,Yes,No,No,76.0,High
SAI1099,Arjun Sharma,Female,17,52.0,5.41,14.8,29.0,52.0,70.0,73.0,Yes,No,No,65.0,Medium
SDS1100,Sai Sharma,Male,19,89.0,8.32,19.1,58.0,86.0,67.0,66.0,Yes,No,No,73.0,High
SML1101,Myra Kumar,Male,24,72.0,7.11,14.0,49.0,67.0,89.0,35.0,Yes,No,No,63.666666666666664,Medium
SML1102,Anaya Kumar,Other,20,84.0,7.74,21.0,51.0,61.0,82.0,56.0,Yes,No,No,66.33333333333333,High
SAI1103,Vivaan Kumar,Female,17,64.0,5.71,11.6,42.0,49.0,59.0,8.0,Yes,Yes,No,38.666666666666664,Medium
SML1104,Aditya Jain,Female,24,97.0,7.53,27.9,46.0,90.0,95.0,100.0,Yes,No,No,95.0,High
SAI1105,Aarav Mehta,Other,22,49.0,5.19,6.6,31.0,66.0,68.0,55.0,No,Yes,No,63.0,Medium
SAI1106,Ishita Singh,Male,17,66.0,7.57,26.6,56.0,67.0,83.0,62.0,Yes,No,No,70.66666666666667,High
SDS1107,Vivaan Mehta,Male,22,70.0,6.71,16.2,44.0,74.0,73.0,74.0,No,No,No,73.66666666666667,Medium
SCS1108,Aditya Mehta,Female,17,64.0,7.16,19.4,46.0,60.0,79.0,74.0,Yes,No,No,71.0,Medium
SML1109,Aditya Verma,Female,19,66.0,5.09,16.9,47.0,65.0,46.0,60.0,No,No,No,57.0,Medium
SML1110,Aditya Reddy,Male,18,51.0,5.43,10.4,28.0,57.0,54.0,72.0,No,Yes,No,61.0,Medium
SAI1111,Sai Patel,Female,20,67.0,7.22,22.4,50.0,82.0,61.0,68.0,Yes,No,No,70.33333333333333,Medium
SCS1112,Sai Patel,Male,18,49.0,5.36,0.0,42.0,36.0,50.0,40.0,No,Yes,No,42.0,Medium
SML1113,Diya Reddy,Male,21,78.0,7.06,14.0,45.0,77.0,66.0,83.0,Yes,Yes,No,75.33333333333333,Medium
SDS1114,Anaya Singh,Female,20,47.0,4.86,7.5,36.0,49.0,41.0,61.0,No,Yes,No,50.333333333333336,Medium
SAI1115,Vivaan Kumar,Female,22,69.0,7.52,12.5,43.0,84.0,77.0,77.0,Yes,No,No,79.33333333333333,High
SAI1116,Anaya Singh,Female,23,67.0,5.02,11.5,32.0,59.0,46.0,83.0,No,No,No,62.666666666666664,Medium
SCS1117,Arjun Gupta,Male,18,63.0,7.16,19.8,47.0,72.0,78.0,65.0,Yes,No,No,71.66666666666667,Medium
SDS1118,Kiara Sharma,Female,18,73.0,7.25,21.6,51.0,66.0,53.0,59.0,Yes,No,No,59.333333333333336,Medium
SCS1119,Sai Jain,Male,24,63.0,5.66,15.4,43.0,64.0,55.0,63.0,No,No,No,60.666666666666664,Medium
SML1120,Aarav Jain,Male,25,56.0,7.2,14.7,52.0,71.0,74.0,62.0,No,No,No,69.0,Medium
SDS1121,Arjun Reddy,Female,21,73.0,6.81,18.9,45.0,59.0,64.0,76.0,Yes,No,No,66.33333333333333,Medium
SDS1122,Arjun Patel,Female,23,48.0,5.85,15.3,42.0,49.0,56.0,46.0,Yes,No,No,50.333333333333336,Medium
SDS1123,Ishita Kumar,Female,25,61.0,5.29,17.9,34.0,38.0,34.0,47.0,Yes,Yes,No,39.666666666666664,Medium
SAI1124,Aarav Singh,Female,17,40.0,4.14,14.2,31.0,36.0,46.0,70.0,Yes,No,No,50.666666666666664,Low
SML1125,Aarav Rao,Female,24,76.0,6.92,17.5,47.0,80.0,77.0,63.0,Yes,No,No,73.33333333333333,Medium
SAI1126,Sai Verma,Female,25,57.0,4.62,7.1,34.0,48.0,52.0,34.0,No,Yes,No,44.666666666666664,Medium
SCS1127,Ishita Verma,Male,25,75.0,6.61,13.3,46.0,61.0,79.0,84.0,No,No,No,74.66666666666667,Medium
SCS1128,Myra Rao,Male,23,64.0,6.18,12.7,33.0,70.0,64.0,46.0,Yes,No,No,60.0,Medium
SDS1129,Myra Verma,Male,19,71.0,7.31,16.7,42.0,65.0,79.0,63.0,Yes,No,No,69.0,Medium
SCS1130,Kiara Kumar,Male,21,56.0,6.14,16.7,40.0,62.0,63.0,70.0,Yes,No,No,65.0,Medium
SAI1131,Myra Singh,Female,18,76.0,6.1,18.8,33.0,59.0,69.0,75.0,Yes,No,No,67.66666666666667,Medium
SML1132,Sai Kumar,Female,19,67.0,7.38,18.2,51.0,82.0,55.0,92.0,No,No,No,76.33333333333333,Medium
SAI1133,Arjun Kumar,Male,23,59.0,6.9,17.3,48.0,53.0,58.0,58.0,Yes,No,No,56.333333333333336,Medium
SAI1134,Kiara Patel,Male,17,75.0,6.88,17.9,47.0,60.0,88.0,78.0,Yes,No,No,75.33333333333333,Medium
SDS1135,Arjun Jain,Female,19,63.0,7.06,15.1,39.0,54.0,41.0,64.0,Yes,No,No,53.0,Medium
SAI1136,Vivaan Sharma,Male,21,40.0,4.66,7.0,36.0,44.0,45.0,37.0,No,Yes,No,42.0,Medium
SDS1137,Arjun Kumar,Female,20,60.0,7.41,9.7,56.0,86.0,88.0,92.0,No,Yes,No,88.66666666666667,Medium
SAI1138,Anaya Verma,Female,19,68.0,7.23,14.6,47.0,67.0,71.0,64.0,Yes,No,No,67.33333333333333,Medium
SDS1139,Aditya Reddy,Female,22,52.0,5.28,15.6,37.0,48.0,48.0,57.0,Yes,No,No,51.0,Medium
SCS1140,Myra Reddy,Female,22,65.0,6.21,12.0,42.0,71.0,64.0,64.0,Yes,Yes,No,66.33333333333333,Medium
SCS1141,Aditya Sharma,Female,20,74.0,6.45,14.9,46.0,75.0,60.0,48.0,Yes,No,No,61.0,Medium
SCS1142,Myra Gupta,Male,25,69.0,6.34,18.2,41.0,63.0,64.0,78.0,Yes,No,No,68.33333333333333,Medium
SML1143,Arjun Reddy,Female,22,67.0,6.9,19.9,44.0,76.0,61.0,77.0,Yes,No,No,71.33333333333333,Medium
SCS1144,Ishita Patel,Female,25,80.0,8.22,15.1,58.0,71.0,95.0,52.0,Yes,No,No,72.66666666666667,High
SAI1145,Aditya Mehta,Male,18,83.0,7.8,24.5,63.0,92.0,95.0,82.0,Yes,No,No,89.66666666666667,High
SAI1146,Kiara Rao,Female,22,62.0,4.93,18.0,27.0,71.0,48.0,38.0,Yes,No,No,52.333333333333336,Medium
SDS1147,Sai Kumar,Female,20,74.0,7.25,12.5,47.0,78.0,56.0,89.0,Yes,Yes,No,74.33333333333333,Medium
SAI1148,Vivaan Sharma,Female,18,76.0,8.09,16.1,46.0,60.0,75.0,59.0,Yes,No,No,64.66666666666667,High
SCS1149,Kiara Rao,Female,21,60.0,6.96,23.4,52.0,64.0,67.0,64.0,Yes,No,No,65.0,Medium
SML1150,Aditya Jain,Female,19,64.0,7.81,18.8,46.0,84.0,84.0,84.0,No,No,No,84.0,High
SML1151,Anaya Gupta,Female,22,96.0,8.91,11.2,52.0,85.0,77.0,90.0,Yes,Yes,No,84.0,High
SDS1152,Kiara Verma,Female,24,83.0,7.73,12.3,54.0,90.0,68.0,89.0,Yes,No,No,82.33333333333333,High
SAI1153,Arjun Patel,Female,20,74.0,6.8,15.8,54.0,74.0,74.0,45.0,No,No,No,64.33333333333333,Medium
SCS1154,Vivaan Verma,Female,20,76.0,7.75,13.6,54.0,70.0,89.0,100.0,Yes,No,No,86.33333333333333,High
SML1155,Ishita Singh,Female,21,81.0,6.67,14.6,47.0,67.0,59.0,75.0,Yes,No,No,67.0,Medium
SAI1156,Arjun Rao,Female,22,60.0,6.53,16.5,44.0,56.0,49.0,86.0,Yes,Yes,No,63.666666666666664,Medium
SDS1157,Diya Reddy,Male,23,70.0,6.08,22.5,48.0,59.0,100.0,74.0,Yes,No,No,77.66666666666667,Medium
SAI1158,Diya Sharma,Female,22,83.0,8.38,19.5,50.0,78.0,93.0,84.0,Yes,No,No,85.0,High
SCS1159,Sai Mehta,Female,23,49.0,5.52,19.2,34.0,67.0,52.0,36.0,Yes,No,No,51.666666666666664,Medium
SAI1160,Diya Jain,Male,25,89.0,8.34,28.0,53.0,100.0,94.0,75.0,Yes,No,No,89.66666666666667,High
SDS1161,Aarav Gupta,Female,20,75.0,7.1,24.9,41.0,57.0,70.0,95.0,Yes,No,No,74.0,Medium
SCS1162,Anaya Sharma,Male,17,52.0,4.82,13.5,30.0,29.0,59.0,69.0,No,No,No,52.333333333333336,Medium
SCS1163,Aarav Sharma,Male,25,70.0,6.94,7.5,51.0,67.0,71.0,60.0,No,Yes,No,66.0,Medium
SCS1164,Sai Sharma,Female,23,40.0,3.98,12.3,29.0,25.0,41.0,0.0,No,Yes,No,22.0,Low
SDS1165,Anaya Gupta,Male,20,96.0,7.25,23.4,54.0,73.0,71.0,69.0,Yes,No,No,71.0,Medium
SDS1166,Arjun Mehta,Female,24,87.0,7.56,18.5,52.0,83.0,58.0,71.0,Yes,No,No,70.66666666666667,High
SML1167,Myra Gupta,Female,23,65.0,5.79,23.2,41.0,73.0,81.0,54.0,Yes,No,No,69.33333333333333,Medium
SCS1168,Anaya Rao,Female,18,68.0,6.65,20.9,39.0,68.0,55.0,74.0,Yes,No,No,65.66666666666667,Medium
SCS1169,Aarav Gupta,Male,17,99.0,8.84,25.0,57.0,87.0,72.0,100.0,Yes,No,No,86.33333333333333,High
SDS1170,Ishita Verma,Male,25,64.0,5.89,20.2,40.0,39.0,56.0,74.0,Yes,No,No,56.333333333333336,Medium
SML1171,Ishita Sharma,Female,23,53.0,5.23,14.7,35.0,53.0,41.0,59.0,Yes,No,No,51.0,Medium
SCS1172,Aditya Reddy,Other,17,80.0,8.28,8.2,55.0,83.0,82.0,56.0,Yes,Yes,No,73.66666666666667,High
SML1173,Kiara Singh,Female,20,88.0,8.86,19.6,57.0,95.0,97.0,83.0,Yes,No,No,91.66666666666667,High
SCS1174,Aarav Patel,Male,21,40.0,6.5,22.2,37.0,58.0,77.0,100.0,Yes,No,No,78.33333333333333,Medium
SAI1175,Myra Reddy,Female,21,79.0,7.71,15.2,66.0,73.0,87.0,83.0,Yes,No,No,81.0,High
SCS1176,Aditya Reddy,Female,21,76.0,8.11,19.2,57.0,66.0,77.0,87.0,Yes,No,No,76.66666666666667,High
SDS1177,Aarav Patel,Female,19,72.0,5.61,8.8,41.0,33.0,57.0,61.0,No,No,No,50.333333333333336,Medium
SCS1178,Ishita Rao,Male,21,59.0,5.92,23.7,37.0,48.0,64.0,65.0,Yes,No,No,59.0,Medium
SDS1179,Aarav Jain,Female,20,68.0,7.98,28.4,48.0,64.0,59.0,44.0,Yes,No,No,55.666666666666664,High
SDS1180,Myra Patel,Female,21,85.0,8.52,16.9,55.0,89.0,92.0,82.0,Yes,No,No,87.66666666666667,High
SAI1181,Kiara Patel,Other,23,61.0,7.18,18.7,47.0,67.0,54.0,71.0,No,No,No,64.0,Medium
SDS1182,Myra Kumar,Male,21,59.0,5.44,10.2,27.0,49.0,79.0,74.0,No,No,No,67.33333333333333,Medium
SDS1183,Myra Jain,Female,24,92.0,8.88,25.3,50.0,79.0,84.0,90.0,Yes,No,No,84.33333333333333,High
SCS1184,Ishita Kumar,Female,24,68.0,5.86,17.2,36.0,26.0,56.0,34.0,Yes,No,No,38.666666666666664,Medium
SDS1185,Sai Jain,Male,19,53.0,6.1,19.3,39.0,76.0,52.0,67.0,Yes,No,No,65.0,Medium
SAI1186,Diya Gupta,Female,21,69.0,6.91,18.9,44.0,59.0,62.0,57.0,Yes,Yes,No,59.333333333333336,Medium
SML1187,Ishita Sharma,Female,20,70.0,8.36,35.6,60.0,80.0,100.0,65.0,Yes,No,No,81.66666666666667,High
SCS1188,Myra Verma,Male,21,82.0,7.52,13.7,43.0,61.0,87.0,63.0,No,No,No,70.33333333333333,High
SDS1189,Anaya Patel,Male,24,75.0,7.0,8.9,43.0,80.0,51.0,78.0,No,Yes,No,69.66666666666667,Medium
SDS1190,Sai Jain,Female,20,76.0,7.06,15.7,54.0,72.0,89.0,89.0,Yes,No,No,83.33333333333333,Medium
SML1191,Myra Patel,Male,21,66.0,6.55,8.5,43.0,57.0,80.0,73.0,No,No,No,70.0,Medium
SDS1192,Anaya Gupta,Female,23,76.0,7.17,10.5,52.0,68.0,68.0,81.0,Yes,No,No,72.33333333333333,Medium
SML1193,Sai Singh,Male,19,51.0,3.46,3.7,35.0,51.0,38.0,42.0,No,No,Yes,43.666666666666664,Low
SDS1194,Diya Reddy,Female,22,59.0,6.14,10.7,36.0,61.0,61.0,63.0,No,Yes,No,61.666666666666664,Medium
SDS1195,Aarav Sharma,Male,25,69.0,6.79,12.2,44.0,66.0,92.0,78.0,Yes,No,No,78.66666666666667,Medium
SML1196,Myra Rao,Female,20,40.0,5.12,15.4,30.0,42.0,42.0,15.0,Yes,No,No,33.0,Medium
SML1197,Diya Rao,Other,20,61.0,6.96,14.9,34.0,51.0,71.0,71.0,Yes,No,No,64.33333333333333,Medium
SAI1198,Aarav Verma,Other,22,64.0,6.25,14.7,39.0,61.0,57.0,47.0,Yes,No,No,55.0,Medium
SML1199,Vivaan Gupta,Female,22,97.0,8.61,26.0,62.0,89.0,69.0,100.0,Yes,No,No,86.0,High
SAI1200,Myra Sharma,Male,19,81.0,8.39,17.1,57.0,95.0,100.0,82.0,Yes,No,No,92.33333333333333,High
SDS1201,Aarav Patel,Female,17,57.0,5.94,13.5,41.0,37.0,45.0,60.0,No,No,No,47.333333333333336,Medium
SAI1202,Myra Sharma,Male,19,59.0,6.32,17.6,39.0,52.0,66.0,41.0,Yes,No,No,53.0,Medium
SDS1203,Sai Gupta,Male,24,59.0,6.41,6.3,38.0,58.0,43.0,79.0,No,Yes,No,60.0,Medium
SML1204,Diya Reddy,Male,24,63.0,5.96,3.0,46.0,60.0,55.0,69.0,No,Yes,No,61.333333333333336,Medium
SDS1205,Kiara Gupta,Female,22,52.0,6.73,18.6,39.0,66.0,72.0,76.0,Yes,No,No,71.33333333333333,Medium
SAI1206,Aditya Kumar,Female,23,69.0,5.59,16.4,40.0,55.0,46.0,44.0,Yes,No,No,48.333333333333336,Medium
SAI1207,Anaya Sharma,Female,18,45.0,5.14,23.2,33.0,56.0,58.0,40.0,Yes,No,No,51.333333333333336,Medium
SDS1208,Myra Verma,Male,25,80.0,7.25,18.9,55.0,63.0,69.0,76.0,Yes,No,No,69.33333333333333,Medium
SML1209,Aditya Sharma,Male,19,60.0,7.26,22.2,50.0,82.0,86.0,62.0,Yes,No,No,76.66666666666667,Medium
SAI1210,Aarav Patel,Other,18,62.0,5.53,12.9,31.0,60.0,72.0,62.0,Yes,No,No,64.66666666666667,Medium
SML1211,Aarav Jain,Male,21,82.0,7.57,20.4,44.0,73.0,69.0,43.0,Yes,No,No,61.666666666666664,High
SAI1212,Diya Reddy,Male,17,61.0,5.74,22.7,41.0,73.0,58.0,50.0,Yes,No,No,60.333333333333336,Medium
SML1213,Aarav Jain,Male,21,58.0,6.8,6.4,42.0,84.0,70.0,95.0,No,No,No,83.0,Medium
SDS1214,Ishita Patel,Female,20,77.0,7.48,20.8,47.0,84.0,82.0,81.0,Yes,No,No,82.33333333333333,Medium
SAI1215,Diya Verma,Female,22,53.0,6.46,26.8,45.0,34.0,65.0,67.0,Yes,No,No,55.333333333333336,Medium
SML1216,Myra Kumar,Male,21,68.0,7.05,19.0,46.0,86.0,73.0,100.0,Yes,No,No,86.33333333333333,Medium
